ESP,4
USA,362
GBR,139
BMU,8
BEL,3
FRA,54
BRB,1
CAN,11
JPN,40
ZAF,5
ZWE,1
ARG,2
AUS,11
DEU,3
ITA,6
AUT,1
MYS,2
NLD,3
IDN,1
PRT,1
CHN,2
THA,4
ARE,1
NZL,3
IND,3
BFA,2
HRV,1
BLR,1
IRL,1
DNK,2
CHE,2
PAN,1
NPL,1
KEN,1
PAK,1
