FRA,56
USA,473
PRI,5
ESP,11
GBR,109
ITA,14
AUS,29
JPN,31
IRL,2
ARG,5
CAN,4
AUT,2
ROU,2
ZAF,14
MEX,3
BMU,1
PAK,2
POL,2
CHN,3
ECU,1
NZL,3
HRV,1
IND,3
IDN,2
HUN,5
CHE,1
BEL,2
SGP,1
BRA,5
PYF,1
NOR,1
BEN,1
NLD,1
GRC,2
LKA,1
PHL,1
NGA,1
THA,2
CRI,1
DNK,1
