USA,215
ESP,19
GBR,196
SWE,6
AUS,206
JPN,44
PRI,5
BMU,16
HUN,23
ITA,19
FRA,74
CAN,8
MYS,3
POL,2
BRA,4
MEX,3
ZAF,27
IRL,3
QAT,1
NLD,11
IND,6
SEN,1
DEU,9
ARG,5
IDN,3
ISL,1
NZL,26
CHN,2
GRC,2
BEL,3
HRV,2
UKR,7
CHE,4
PHL,1
ARE,3
TTO,1
NOR,1
CYP,3
NCL,1
TUR,1
NGA,5
ZWE,1
SGP,1
PRT,1
PAK,1
AUT,2
ROU,1
